feature,family,signal,rationale,availability,provenance,stage,leakage_guard
role_response__Pass Route__time__teammate1__closest_time,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__fraction__teammate1__closest_time,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__level__teammate1__closest_distance,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__time__teammate1__closest_distance,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__fraction__teammate1__closest_distance,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__level__teammate1__ball_distance_advantage,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__time__teammate1__ball_distance_advantage,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__fraction__teammate1__ball_distance_advantage,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__level__teammate2__dx,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__time__teammate2__dx,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__fraction__teammate2__dx,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__level__teammate2__dy,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__time__teammate2__dy,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__fraction__teammate2__dy,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__level__teammate2__distance,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__time__teammate2__distance,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__fraction__teammate2__distance,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__level__teammate2__dvx,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__time__teammate2__dvx,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__fraction__teammate2__dvx,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__level__teammate2__dvy,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__time__teammate2__dvy,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__fraction__teammate2__dvy,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__level__teammate2__closing_speed,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__time__teammate2__closing_speed,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__fraction__teammate2__closing_speed,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__level__teammate2__closest_time,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__time__teammate2__closest_time,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__fraction__teammate2__closest_time,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__level__teammate2__closest_distance,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__time__teammate2__closest_distance,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__fraction__teammate2__closest_distance,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__level__teammate2__ball_distance_advantage,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__time__teammate2__ball_distance_advantage,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__fraction__teammate2__ball_distance_advantage,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__level__teammate3__dx,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__time__teammate3__dx,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__fraction__teammate3__dx,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__level__teammate3__dy,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__time__teammate3__dy,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__fraction__teammate3__dy,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__level__teammate3__distance,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__time__teammate3__distance,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__fraction__teammate3__distance,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__level__teammate3__dvx,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__time__teammate3__dvx,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__fraction__teammate3__dvx,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__level__teammate3__dvy,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__time__teammate3__dvy,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__fraction__teammate3__dvy,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__level__teammate3__closing_speed,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__time__teammate3__closing_speed,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__fraction__teammate3__closing_speed,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__level__teammate3__closest_time,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__time__teammate3__closest_time,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__fraction__teammate3__closest_time,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__level__teammate3__closest_distance,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__time__teammate3__closest_distance,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__fraction__teammate3__closest_distance,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__level__teammate3__ball_distance_advantage,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__time__teammate3__ball_distance_advantage,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__fraction__teammate3__ball_distance_advantage,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__level__teammate4__dx,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__time__teammate4__dx,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__fraction__teammate4__dx,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__level__teammate4__dy,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__time__teammate4__dy,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__fraction__teammate4__dy,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__level__teammate4__distance,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__time__teammate4__distance,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__fraction__teammate4__distance,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__level__teammate4__dvx,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__time__teammate4__dvx,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__fraction__teammate4__dvx,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__level__teammate4__dvy,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__time__teammate4__dvy,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__fraction__teammate4__dvy,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__level__teammate4__closing_speed,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__time__teammate4__closing_speed,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__fraction__teammate4__closing_speed,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__level__teammate4__closest_time,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__time__teammate4__closest_time,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__fraction__teammate4__closest_time,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__level__teammate4__closest_distance,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__time__teammate4__closest_distance,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__fraction__teammate4__closest_distance,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__level__teammate4__ball_distance_advantage,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__time__teammate4__ball_distance_advantage,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__fraction__teammate4__ball_distance_advantage,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__level__teammate5__dx,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__time__teammate5__dx,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__fraction__teammate5__dx,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__level__teammate5__dy,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__time__teammate5__dy,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__fraction__teammate5__dy,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__level__teammate5__distance,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__time__teammate5__distance,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__fraction__teammate5__distance,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__level__teammate5__dvx,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__time__teammate5__dvx,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__fraction__teammate5__dvx,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__level__teammate5__dvy,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__time__teammate5__dvy,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__fraction__teammate5__dvy,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__level__teammate5__closing_speed,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__time__teammate5__closing_speed,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__fraction__teammate5__closing_speed,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__level__teammate5__closest_time,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__time__teammate5__closest_time,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
role_response__Pass Route__fraction__teammate5__closest_time,role_response,research,The same observed geometry can imply different movement for different roles.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
