feature,family,stage
role_response__Pass Route__level__opponent4__closing_speed,role_response,research
role_response__Pass Route__time__opponent4__closing_speed,role_response,research
role_response__Pass Route__fraction__opponent4__closing_speed,role_response,research
role_response__Pass Route__level__opponent4__closest_time,role_response,research
role_response__Pass Route__time__opponent4__closest_time,role_response,research
role_response__Pass Route__fraction__opponent4__closest_time,role_response,research
role_response__Pass Route__level__opponent4__closest_distance,role_response,research
role_response__Pass Route__time__opponent4__closest_distance,role_response,research
role_response__Pass Route__fraction__opponent4__closest_distance,role_response,research
role_response__Pass Route__level__opponent4__ball_distance_advantage,role_response,research
role_response__Pass Route__time__opponent4__ball_distance_advantage,role_response,research
role_response__Pass Route__fraction__opponent4__ball_distance_advantage,role_response,research
role_response__Pass Route__level__opponent5__dx,role_response,research
role_response__Pass Route__time__opponent5__dx,role_response,research
role_response__Pass Route__fraction__opponent5__dx,role_response,research
role_response__Pass Route__level__opponent5__dy,role_response,research
role_response__Pass Route__time__opponent5__dy,role_response,research
role_response__Pass Route__fraction__opponent5__dy,role_response,research
role_response__Pass Route__level__opponent5__distance,role_response,research
role_response__Pass Route__time__opponent5__distance,role_response,research
role_response__Pass Route__fraction__opponent5__distance,role_response,research
role_response__Pass Route__level__opponent5__dvx,role_response,research
role_response__Pass Route__time__opponent5__dvx,role_response,research
role_response__Pass Route__fraction__opponent5__dvx,role_response,research
role_response__Pass Route__level__opponent5__dvy,role_response,research
role_response__Pass Route__time__opponent5__dvy,role_response,research
role_response__Pass Route__fraction__opponent5__dvy,role_response,research
role_response__Pass Route__level__opponent5__closing_speed,role_response,research
role_response__Pass Route__time__opponent5__closing_speed,role_response,research
role_response__Pass Route__fraction__opponent5__closing_speed,role_response,research
role_response__Pass Route__level__opponent5__closest_time,role_response,research
role_response__Pass Route__time__opponent5__closest_time,role_response,research
role_response__Pass Route__fraction__opponent5__closest_time,role_response,research
role_response__Pass Route__level__opponent5__closest_distance,role_response,research
role_response__Pass Route__time__opponent5__closest_distance,role_response,research
role_response__Pass Route__fraction__opponent5__closest_distance,role_response,research
role_response__Pass Route__level__opponent5__ball_distance_advantage,role_response,research
role_response__Pass Route__time__opponent5__ball_distance_advantage,role_response,research
role_response__Pass Route__fraction__opponent5__ball_distance_advantage,role_response,research
role_response__Pass Route__level__opponent6__dx,role_response,research
role_response__Pass Route__time__opponent6__dx,role_response,research
role_response__Pass Route__fraction__opponent6__dx,role_response,research
role_response__Pass Route__level__opponent6__dy,role_response,research
role_response__Pass Route__time__opponent6__dy,role_response,research
role_response__Pass Route__fraction__opponent6__dy,role_response,research
role_response__Pass Route__level__opponent6__distance,role_response,research
role_response__Pass Route__time__opponent6__distance,role_response,research
role_response__Pass Route__fraction__opponent6__distance,role_response,research
role_response__Pass Route__level__opponent6__dvx,role_response,research
role_response__Pass Route__time__opponent6__dvx,role_response,research
role_response__Pass Route__fraction__opponent6__dvx,role_response,research
role_response__Pass Route__level__opponent6__dvy,role_response,research
role_response__Pass Route__time__opponent6__dvy,role_response,research
role_response__Pass Route__fraction__opponent6__dvy,role_response,research
role_response__Pass Route__level__opponent6__closing_speed,role_response,research
role_response__Pass Route__time__opponent6__closing_speed,role_response,research
role_response__Pass Route__fraction__opponent6__closing_speed,role_response,research
role_response__Pass Route__level__opponent6__closest_time,role_response,research
role_response__Pass Route__time__opponent6__closest_time,role_response,research
role_response__Pass Route__fraction__opponent6__closest_time,role_response,research
role_response__Pass Route__level__opponent6__closest_distance,role_response,research
role_response__Pass Route__time__opponent6__closest_distance,role_response,research
role_response__Pass Route__fraction__opponent6__closest_distance,role_response,research
role_response__Pass Route__level__opponent6__ball_distance_advantage,role_response,research
role_response__Pass Route__time__opponent6__ball_distance_advantage,role_response,research
role_response__Pass Route__fraction__opponent6__ball_distance_advantage,role_response,research
role_response__Pass Route__level__receiver1__dx,role_response,research
role_response__Pass Route__time__receiver1__dx,role_response,research
role_response__Pass Route__fraction__receiver1__dx,role_response,research
role_response__Pass Route__level__receiver1__dy,role_response,research
role_response__Pass Route__time__receiver1__dy,role_response,research
role_response__Pass Route__fraction__receiver1__dy,role_response,research
role_response__Pass Route__level__receiver1__distance,role_response,research
role_response__Pass Route__time__receiver1__distance,role_response,research
role_response__Pass Route__fraction__receiver1__distance,role_response,research
role_response__Pass Route__level__receiver1__dvx,role_response,research
role_response__Pass Route__time__receiver1__dvx,role_response,research
role_response__Pass Route__fraction__receiver1__dvx,role_response,research
role_response__Pass Route__level__receiver1__dvy,role_response,research
role_response__Pass Route__time__receiver1__dvy,role_response,research
role_response__Pass Route__fraction__receiver1__dvy,role_response,research
role_response__Pass Route__level__receiver1__closing_speed,role_response,research
role_response__Pass Route__time__receiver1__closing_speed,role_response,research
role_response__Pass Route__fraction__receiver1__closing_speed,role_response,research
role_response__Pass Route__level__receiver1__closest_time,role_response,research
role_response__Pass Route__time__receiver1__closest_time,role_response,research
role_response__Pass Route__fraction__receiver1__closest_time,role_response,research
role_response__Pass Route__level__receiver1__closest_distance,role_response,research
role_response__Pass Route__time__receiver1__closest_distance,role_response,research
role_response__Pass Route__fraction__receiver1__closest_distance,role_response,research
role_response__Pass Route__level__receiver1__ball_distance_advantage,role_response,research
role_response__Pass Route__time__receiver1__ball_distance_advantage,role_response,research
role_response__Pass Route__fraction__receiver1__ball_distance_advantage,role_response,research
role_response__Pass Route__level__passer1__dx,role_response,research
role_response__Pass Route__time__passer1__dx,role_response,research
role_response__Pass Route__fraction__passer1__dx,role_response,research
role_response__Pass Route__level__passer1__dy,role_response,research
role_response__Pass Route__time__passer1__dy,role_response,research
role_response__Pass Route__fraction__passer1__dy,role_response,research
role_response__Pass Route__level__passer1__distance,role_response,research
role_response__Pass Route__time__passer1__distance,role_response,research
role_response__Pass Route__fraction__passer1__distance,role_response,research
role_response__Pass Route__level__passer1__dvx,role_response,research
role_response__Pass Route__time__passer1__dvx,role_response,research
role_response__Pass Route__fraction__passer1__dvx,role_response,research
role_response__Pass Route__level__passer1__dvy,role_response,research
role_response__Pass Route__time__passer1__dvy,role_response,research
role_response__Pass Route__fraction__passer1__dvy,role_response,research
role_response__Pass Route__level__passer1__closing_speed,role_response,research
role_response__Pass Route__time__passer1__closing_speed,role_response,research
role_response__Pass Route__fraction__passer1__closing_speed,role_response,research
role_response__Pass Route__level__passer1__closest_time,role_response,research
role_response__Pass Route__time__passer1__closest_time,role_response,research
role_response__Pass Route__fraction__passer1__closest_time,role_response,research
role_response__Pass Route__level__passer1__closest_distance,role_response,research
role_response__Pass Route__time__passer1__closest_distance,role_response,research
role_response__Pass Route__fraction__passer1__closest_distance,role_response,research
role_response__Pass Route__level__passer1__ball_distance_advantage,role_response,research
role_response__Pass Route__time__passer1__ball_distance_advantage,role_response,research
role_response__Pass Route__fraction__passer1__ball_distance_advantage,role_response,research
role_response__Passer__level__lag00__relative_x,role_response,research
role_response__Passer__time__lag00__relative_x,role_response,research
role_response__Passer__fraction__lag00__relative_x,role_response,research
role_response__Passer__level__lag00__relative_y,role_response,research
role_response__Passer__time__lag00__relative_y,role_response,research
role_response__Passer__fraction__lag00__relative_y,role_response,research
role_response__Passer__level__lag00__vx,role_response,research
role_response__Passer__time__lag00__vx,role_response,research
role_response__Passer__fraction__lag00__vx,role_response,research
role_response__Passer__level__lag00__vy,role_response,research
role_response__Passer__time__lag00__vy,role_response,research
role_response__Passer__fraction__lag00__vy,role_response,research
role_response__Passer__level__lag00__ax,role_response,research
role_response__Passer__time__lag00__ax,role_response,research
role_response__Passer__fraction__lag00__ax,role_response,research
role_response__Passer__level__lag00__ay,role_response,research
role_response__Passer__time__lag00__ay,role_response,research
role_response__Passer__fraction__lag00__ay,role_response,research
role_response__Passer__level__lag00__speed,role_response,research
role_response__Passer__time__lag00__speed,role_response,research
role_response__Passer__fraction__lag00__speed,role_response,research
role_response__Passer__level__lag00__acceleration,role_response,research
role_response__Passer__time__lag00__acceleration,role_response,research
role_response__Passer__fraction__lag00__acceleration,role_response,research
role_response__Passer__level__lag00__s,role_response,research
role_response__Passer__time__lag00__s,role_response,research
role_response__Passer__fraction__lag00__s,role_response,research
role_response__Passer__level__lag00__a,role_response,research
role_response__Passer__time__lag00__a,role_response,research
role_response__Passer__fraction__lag00__a,role_response,research
role_response__Passer__level__lag00__dir_sin,role_response,research
role_response__Passer__time__lag00__dir_sin,role_response,research
role_response__Passer__fraction__lag00__dir_sin,role_response,research
role_response__Passer__level__lag00__dir_cos,role_response,research
role_response__Passer__time__lag00__dir_cos,role_response,research
role_response__Passer__fraction__lag00__dir_cos,role_response,research
role_response__Passer__level__lag00__o_sin,role_response,research
role_response__Passer__time__lag00__o_sin,role_response,research
role_response__Passer__fraction__lag00__o_sin,role_response,research
role_response__Passer__level__lag00__o_cos,role_response,research
role_response__Passer__time__lag00__o_cos,role_response,research
role_response__Passer__fraction__lag00__o_cos,role_response,research
role_response__Passer__level__lag00__orientation_alignment,role_response,research
role_response__Passer__time__lag00__orientation_alignment,role_response,research
role_response__Passer__fraction__lag00__orientation_alignment,role_response,research
role_response__Passer__level__lag00__ball_dx,role_response,research
role_response__Passer__time__lag00__ball_dx,role_response,research
role_response__Passer__fraction__lag00__ball_dx,role_response,research
role_response__Passer__level__lag00__ball_dy,role_response,research
role_response__Passer__time__lag00__ball_dy,role_response,research
role_response__Passer__fraction__lag00__ball_dy,role_response,research
role_response__Passer__level__lag00__ball_distance,role_response,research
role_response__Passer__time__lag00__ball_distance,role_response,research
role_response__Passer__fraction__lag00__ball_distance,role_response,research
role_response__Passer__level__lag00__ball_ux,role_response,research
role_response__Passer__time__lag00__ball_ux,role_response,research
role_response__Passer__fraction__lag00__ball_ux,role_response,research
role_response__Passer__level__lag00__ball_uy,role_response,research
role_response__Passer__time__lag00__ball_uy,role_response,research
role_response__Passer__fraction__lag00__ball_uy,role_response,research
role_response__Passer__level__lag00__closing_speed,role_response,research
role_response__Passer__time__lag00__closing_speed,role_response,research
role_response__Passer__fraction__lag00__closing_speed,role_response,research
role_response__Passer__level__lag00__lateral_speed,role_response,research
role_response__Passer__time__lag00__lateral_speed,role_response,research
role_response__Passer__fraction__lag00__lateral_speed,role_response,research
role_response__Passer__level__lag00__radial_acceleration,role_response,research
role_response__Passer__time__lag00__radial_acceleration,role_response,research
role_response__Passer__fraction__lag00__radial_acceleration,role_response,research
role_response__Passer__level__lag00__lateral_acceleration,role_response,research
role_response__Passer__time__lag00__lateral_acceleration,role_response,research
role_response__Passer__fraction__lag00__lateral_acceleration,role_response,research
role_response__Passer__level__lag00__turn_rate,role_response,research
role_response__Passer__time__lag00__turn_rate,role_response,research
role_response__Passer__fraction__lag00__turn_rate,role_response,research
role_response__Passer__level__lag00__jerk,role_response,research
role_response__Passer__time__lag00__jerk,role_response,research
role_response__Passer__fraction__lag00__jerk,role_response,research
role_response__Passer__level__lag00__velocity_alignment,role_response,research
role_response__Passer__time__lag00__velocity_alignment,role_response,research
role_response__Passer__fraction__lag00__velocity_alignment,role_response,research
role_response__Passer__level__lag00__sideline_distance,role_response,research
role_response__Passer__time__lag00__sideline_distance,role_response,research
role_response__Passer__fraction__lag00__sideline_distance,role_response,research
role_response__Passer__level__teammate1__dx,role_response,research
role_response__Passer__time__teammate1__dx,role_response,research
role_response__Passer__fraction__teammate1__dx,role_response,research
role_response__Passer__level__teammate1__dy,role_response,research
role_response__Passer__time__teammate1__dy,role_response,research
role_response__Passer__fraction__teammate1__dy,role_response,research
role_response__Passer__level__teammate1__distance,role_response,research
role_response__Passer__time__teammate1__distance,role_response,research
role_response__Passer__fraction__teammate1__distance,role_response,research
role_response__Passer__level__teammate1__dvx,role_response,research
role_response__Passer__time__teammate1__dvx,role_response,research
role_response__Passer__fraction__teammate1__dvx,role_response,research
role_response__Passer__level__teammate1__dvy,role_response,research
role_response__Passer__time__teammate1__dvy,role_response,research
role_response__Passer__fraction__teammate1__dvy,role_response,research
role_response__Passer__level__teammate1__closing_speed,role_response,research
role_response__Passer__time__teammate1__closing_speed,role_response,research
role_response__Passer__fraction__teammate1__closing_speed,role_response,research
role_response__Passer__level__teammate1__closest_time,role_response,research
role_response__Passer__time__teammate1__closest_time,role_response,research
role_response__Passer__fraction__teammate1__closest_time,role_response,research
role_response__Passer__level__teammate1__closest_distance,role_response,research
role_response__Passer__time__teammate1__closest_distance,role_response,research
role_response__Passer__fraction__teammate1__closest_distance,role_response,research
role_response__Passer__level__teammate1__ball_distance_advantage,role_response,research
role_response__Passer__time__teammate1__ball_distance_advantage,role_response,research
role_response__Passer__fraction__teammate1__ball_distance_advantage,role_response,research
role_response__Passer__level__teammate2__dx,role_response,research
role_response__Passer__time__teammate2__dx,role_response,research
role_response__Passer__fraction__teammate2__dx,role_response,research
role_response__Passer__level__teammate2__dy,role_response,research
role_response__Passer__time__teammate2__dy,role_response,research
role_response__Passer__fraction__teammate2__dy,role_response,research
role_response__Passer__level__teammate2__distance,role_response,research
role_response__Passer__time__teammate2__distance,role_response,research
role_response__Passer__fraction__teammate2__distance,role_response,research
role_response__Passer__level__teammate2__dvx,role_response,research
role_response__Passer__time__teammate2__dvx,role_response,research
role_response__Passer__fraction__teammate2__dvx,role_response,research
role_response__Passer__level__teammate2__dvy,role_response,research
role_response__Passer__time__teammate2__dvy,role_response,research
role_response__Passer__fraction__teammate2__dvy,role_response,research
role_response__Passer__level__teammate2__closing_speed,role_response,research
role_response__Passer__time__teammate2__closing_speed,role_response,research
role_response__Passer__fraction__teammate2__closing_speed,role_response,research
role_response__Passer__level__teammate2__closest_time,role_response,research
role_response__Passer__time__teammate2__closest_time,role_response,research
role_response__Passer__fraction__teammate2__closest_time,role_response,research
role_response__Passer__level__teammate2__closest_distance,role_response,research
role_response__Passer__time__teammate2__closest_distance,role_response,research
role_response__Passer__fraction__teammate2__closest_distance,role_response,research
role_response__Passer__level__teammate2__ball_distance_advantage,role_response,research
role_response__Passer__time__teammate2__ball_distance_advantage,role_response,research
role_response__Passer__fraction__teammate2__ball_distance_advantage,role_response,research
role_response__Passer__level__teammate3__dx,role_response,research
role_response__Passer__time__teammate3__dx,role_response,research
role_response__Passer__fraction__teammate3__dx,role_response,research
role_response__Passer__level__teammate3__dy,role_response,research
role_response__Passer__time__teammate3__dy,role_response,research
role_response__Passer__fraction__teammate3__dy,role_response,research
role_response__Passer__level__teammate3__distance,role_response,research
role_response__Passer__time__teammate3__distance,role_response,research
role_response__Passer__fraction__teammate3__distance,role_response,research
role_response__Passer__level__teammate3__dvx,role_response,research
role_response__Passer__time__teammate3__dvx,role_response,research
role_response__Passer__fraction__teammate3__dvx,role_response,research
role_response__Passer__level__teammate3__dvy,role_response,research
role_response__Passer__time__teammate3__dvy,role_response,research
role_response__Passer__fraction__teammate3__dvy,role_response,research
role_response__Passer__level__teammate3__closing_speed,role_response,research
role_response__Passer__time__teammate3__closing_speed,role_response,research
role_response__Passer__fraction__teammate3__closing_speed,role_response,research
role_response__Passer__level__teammate3__closest_time,role_response,research
role_response__Passer__time__teammate3__closest_time,role_response,research
role_response__Passer__fraction__teammate3__closest_time,role_response,research
role_response__Passer__level__teammate3__closest_distance,role_response,research
role_response__Passer__time__teammate3__closest_distance,role_response,research
role_response__Passer__fraction__teammate3__closest_distance,role_response,research
role_response__Passer__level__teammate3__ball_distance_advantage,role_response,research
role_response__Passer__time__teammate3__ball_distance_advantage,role_response,research
role_response__Passer__fraction__teammate3__ball_distance_advantage,role_response,research
role_response__Passer__level__teammate4__dx,role_response,research
role_response__Passer__time__teammate4__dx,role_response,research
role_response__Passer__fraction__teammate4__dx,role_response,research
role_response__Passer__level__teammate4__dy,role_response,research
role_response__Passer__time__teammate4__dy,role_response,research
role_response__Passer__fraction__teammate4__dy,role_response,research
role_response__Passer__level__teammate4__distance,role_response,research
role_response__Passer__time__teammate4__distance,role_response,research
role_response__Passer__fraction__teammate4__distance,role_response,research
role_response__Passer__level__teammate4__dvx,role_response,research
role_response__Passer__time__teammate4__dvx,role_response,research
role_response__Passer__fraction__teammate4__dvx,role_response,research
role_response__Passer__level__teammate4__dvy,role_response,research
role_response__Passer__time__teammate4__dvy,role_response,research
role_response__Passer__fraction__teammate4__dvy,role_response,research
role_response__Passer__level__teammate4__closing_speed,role_response,research
role_response__Passer__time__teammate4__closing_speed,role_response,research
role_response__Passer__fraction__teammate4__closing_speed,role_response,research
role_response__Passer__level__teammate4__closest_time,role_response,research
role_response__Passer__time__teammate4__closest_time,role_response,research
role_response__Passer__fraction__teammate4__closest_time,role_response,research
role_response__Passer__level__teammate4__closest_distance,role_response,research
role_response__Passer__time__teammate4__closest_distance,role_response,research
role_response__Passer__fraction__teammate4__closest_distance,role_response,research
role_response__Passer__level__teammate4__ball_distance_advantage,role_response,research
role_response__Passer__time__teammate4__ball_distance_advantage,role_response,research
role_response__Passer__fraction__teammate4__ball_distance_advantage,role_response,research
role_response__Passer__level__teammate5__dx,role_response,research
role_response__Passer__time__teammate5__dx,role_response,research
role_response__Passer__fraction__teammate5__dx,role_response,research
role_response__Passer__level__teammate5__dy,role_response,research
role_response__Passer__time__teammate5__dy,role_response,research
role_response__Passer__fraction__teammate5__dy,role_response,research
role_response__Passer__level__teammate5__distance,role_response,research
role_response__Passer__time__teammate5__distance,role_response,research
role_response__Passer__fraction__teammate5__distance,role_response,research
role_response__Passer__level__teammate5__dvx,role_response,research
role_response__Passer__time__teammate5__dvx,role_response,research
role_response__Passer__fraction__teammate5__dvx,role_response,research
role_response__Passer__level__teammate5__dvy,role_response,research
role_response__Passer__time__teammate5__dvy,role_response,research
role_response__Passer__fraction__teammate5__dvy,role_response,research
role_response__Passer__level__teammate5__closing_speed,role_response,research
role_response__Passer__time__teammate5__closing_speed,role_response,research
role_response__Passer__fraction__teammate5__closing_speed,role_response,research
role_response__Passer__level__teammate5__closest_time,role_response,research
role_response__Passer__time__teammate5__closest_time,role_response,research
role_response__Passer__fraction__teammate5__closest_time,role_response,research
role_response__Passer__level__teammate5__closest_distance,role_response,research
role_response__Passer__time__teammate5__closest_distance,role_response,research
role_response__Passer__fraction__teammate5__closest_distance,role_response,research
role_response__Passer__level__teammate5__ball_distance_advantage,role_response,research
role_response__Passer__time__teammate5__ball_distance_advantage,role_response,research
role_response__Passer__fraction__teammate5__ball_distance_advantage,role_response,research
role_response__Passer__level__teammate6__dx,role_response,research
role_response__Passer__time__teammate6__dx,role_response,research
role_response__Passer__fraction__teammate6__dx,role_response,research
role_response__Passer__level__teammate6__dy,role_response,research
role_response__Passer__time__teammate6__dy,role_response,research
role_response__Passer__fraction__teammate6__dy,role_response,research
role_response__Passer__level__teammate6__distance,role_response,research
role_response__Passer__time__teammate6__distance,role_response,research
role_response__Passer__fraction__teammate6__distance,role_response,research
role_response__Passer__level__teammate6__dvx,role_response,research
role_response__Passer__time__teammate6__dvx,role_response,research
role_response__Passer__fraction__teammate6__dvx,role_response,research
role_response__Passer__level__teammate6__dvy,role_response,research
role_response__Passer__time__teammate6__dvy,role_response,research
role_response__Passer__fraction__teammate6__dvy,role_response,research
role_response__Passer__level__teammate6__closing_speed,role_response,research
role_response__Passer__time__teammate6__closing_speed,role_response,research
role_response__Passer__fraction__teammate6__closing_speed,role_response,research
role_response__Passer__level__teammate6__closest_time,role_response,research
role_response__Passer__time__teammate6__closest_time,role_response,research
role_response__Passer__fraction__teammate6__closest_time,role_response,research
role_response__Passer__level__teammate6__closest_distance,role_response,research
role_response__Passer__time__teammate6__closest_distance,role_response,research
role_response__Passer__fraction__teammate6__closest_distance,role_response,research
role_response__Passer__level__teammate6__ball_distance_advantage,role_response,research
role_response__Passer__time__teammate6__ball_distance_advantage,role_response,research
role_response__Passer__fraction__teammate6__ball_distance_advantage,role_response,research
role_response__Passer__level__opponent1__dx,role_response,research
role_response__Passer__time__opponent1__dx,role_response,research
role_response__Passer__fraction__opponent1__dx,role_response,research
role_response__Passer__level__opponent1__dy,role_response,research
role_response__Passer__time__opponent1__dy,role_response,research
role_response__Passer__fraction__opponent1__dy,role_response,research
role_response__Passer__level__opponent1__distance,role_response,research
role_response__Passer__time__opponent1__distance,role_response,research
role_response__Passer__fraction__opponent1__distance,role_response,research
role_response__Passer__level__opponent1__dvx,role_response,research
role_response__Passer__time__opponent1__dvx,role_response,research
role_response__Passer__fraction__opponent1__dvx,role_response,research
role_response__Passer__level__opponent1__dvy,role_response,research
role_response__Passer__time__opponent1__dvy,role_response,research
role_response__Passer__fraction__opponent1__dvy,role_response,research
role_response__Passer__level__opponent1__closing_speed,role_response,research
role_response__Passer__time__opponent1__closing_speed,role_response,research
role_response__Passer__fraction__opponent1__closing_speed,role_response,research
role_response__Passer__level__opponent1__closest_time,role_response,research
role_response__Passer__time__opponent1__closest_time,role_response,research
role_response__Passer__fraction__opponent1__closest_time,role_response,research
role_response__Passer__level__opponent1__closest_distance,role_response,research
role_response__Passer__time__opponent1__closest_distance,role_response,research
role_response__Passer__fraction__opponent1__closest_distance,role_response,research
role_response__Passer__level__opponent1__ball_distance_advantage,role_response,research
role_response__Passer__time__opponent1__ball_distance_advantage,role_response,research
role_response__Passer__fraction__opponent1__ball_distance_advantage,role_response,research
role_response__Passer__level__opponent2__dx,role_response,research
role_response__Passer__time__opponent2__dx,role_response,research
role_response__Passer__fraction__opponent2__dx,role_response,research
role_response__Passer__level__opponent2__dy,role_response,research
role_response__Passer__time__opponent2__dy,role_response,research
role_response__Passer__fraction__opponent2__dy,role_response,research
role_response__Passer__level__opponent2__distance,role_response,research
role_response__Passer__time__opponent2__distance,role_response,research
role_response__Passer__fraction__opponent2__distance,role_response,research
role_response__Passer__level__opponent2__dvx,role_response,research
role_response__Passer__time__opponent2__dvx,role_response,research
role_response__Passer__fraction__opponent2__dvx,role_response,research
role_response__Passer__level__opponent2__dvy,role_response,research
role_response__Passer__time__opponent2__dvy,role_response,research
role_response__Passer__fraction__opponent2__dvy,role_response,research
role_response__Passer__level__opponent2__closing_speed,role_response,research
role_response__Passer__time__opponent2__closing_speed,role_response,research
role_response__Passer__fraction__opponent2__closing_speed,role_response,research
role_response__Passer__level__opponent2__closest_time,role_response,research
role_response__Passer__time__opponent2__closest_time,role_response,research
role_response__Passer__fraction__opponent2__closest_time,role_response,research
role_response__Passer__level__opponent2__closest_distance,role_response,research
role_response__Passer__time__opponent2__closest_distance,role_response,research
role_response__Passer__fraction__opponent2__closest_distance,role_response,research
role_response__Passer__level__opponent2__ball_distance_advantage,role_response,research
role_response__Passer__time__opponent2__ball_distance_advantage,role_response,research
role_response__Passer__fraction__opponent2__ball_distance_advantage,role_response,research
role_response__Passer__level__opponent3__dx,role_response,research
role_response__Passer__time__opponent3__dx,role_response,research
role_response__Passer__fraction__opponent3__dx,role_response,research
role_response__Passer__level__opponent3__dy,role_response,research
role_response__Passer__time__opponent3__dy,role_response,research
role_response__Passer__fraction__opponent3__dy,role_response,research
role_response__Passer__level__opponent3__distance,role_response,research
role_response__Passer__time__opponent3__distance,role_response,research
role_response__Passer__fraction__opponent3__distance,role_response,research
role_response__Passer__level__opponent3__dvx,role_response,research
role_response__Passer__time__opponent3__dvx,role_response,research
role_response__Passer__fraction__opponent3__dvx,role_response,research
role_response__Passer__level__opponent3__dvy,role_response,research
role_response__Passer__time__opponent3__dvy,role_response,research
role_response__Passer__fraction__opponent3__dvy,role_response,research
role_response__Passer__level__opponent3__closing_speed,role_response,research
role_response__Passer__time__opponent3__closing_speed,role_response,research
role_response__Passer__fraction__opponent3__closing_speed,role_response,research
role_response__Passer__level__opponent3__closest_time,role_response,research
role_response__Passer__time__opponent3__closest_time,role_response,research
role_response__Passer__fraction__opponent3__closest_time,role_response,research
role_response__Passer__level__opponent3__closest_distance,role_response,research
role_response__Passer__time__opponent3__closest_distance,role_response,research
role_response__Passer__fraction__opponent3__closest_distance,role_response,research
role_response__Passer__level__opponent3__ball_distance_advantage,role_response,research
role_response__Passer__time__opponent3__ball_distance_advantage,role_response,research
role_response__Passer__fraction__opponent3__ball_distance_advantage,role_response,research
role_response__Passer__level__opponent4__dx,role_response,research
role_response__Passer__time__opponent4__dx,role_response,research
role_response__Passer__fraction__opponent4__dx,role_response,research
role_response__Passer__level__opponent4__dy,role_response,research
role_response__Passer__time__opponent4__dy,role_response,research
role_response__Passer__fraction__opponent4__dy,role_response,research
role_response__Passer__level__opponent4__distance,role_response,research
role_response__Passer__time__opponent4__distance,role_response,research
role_response__Passer__fraction__opponent4__distance,role_response,research
role_response__Passer__level__opponent4__dvx,role_response,research
role_response__Passer__time__opponent4__dvx,role_response,research
role_response__Passer__fraction__opponent4__dvx,role_response,research
role_response__Passer__level__opponent4__dvy,role_response,research
role_response__Passer__time__opponent4__dvy,role_response,research
role_response__Passer__fraction__opponent4__dvy,role_response,research
role_response__Passer__level__opponent4__closing_speed,role_response,research
role_response__Passer__time__opponent4__closing_speed,role_response,research
role_response__Passer__fraction__opponent4__closing_speed,role_response,research
role_response__Passer__level__opponent4__closest_time,role_response,research
role_response__Passer__time__opponent4__closest_time,role_response,research
role_response__Passer__fraction__opponent4__closest_time,role_response,research
role_response__Passer__level__opponent4__closest_distance,role_response,research
role_response__Passer__time__opponent4__closest_distance,role_response,research
role_response__Passer__fraction__opponent4__closest_distance,role_response,research
role_response__Passer__level__opponent4__ball_distance_advantage,role_response,research
role_response__Passer__time__opponent4__ball_distance_advantage,role_response,research
role_response__Passer__fraction__opponent4__ball_distance_advantage,role_response,research
role_response__Passer__level__opponent5__dx,role_response,research
role_response__Passer__time__opponent5__dx,role_response,research
role_response__Passer__fraction__opponent5__dx,role_response,research
role_response__Passer__level__opponent5__dy,role_response,research
role_response__Passer__time__opponent5__dy,role_response,research
role_response__Passer__fraction__opponent5__dy,role_response,research
role_response__Passer__level__opponent5__distance,role_response,research
role_response__Passer__time__opponent5__distance,role_response,research
role_response__Passer__fraction__opponent5__distance,role_response,research
role_response__Passer__level__opponent5__dvx,role_response,research
role_response__Passer__time__opponent5__dvx,role_response,research
role_response__Passer__fraction__opponent5__dvx,role_response,research
role_response__Passer__level__opponent5__dvy,role_response,research
role_response__Passer__time__opponent5__dvy,role_response,research
role_response__Passer__fraction__opponent5__dvy,role_response,research
role_response__Passer__level__opponent5__closing_speed,role_response,research
role_response__Passer__time__opponent5__closing_speed,role_response,research
role_response__Passer__fraction__opponent5__closing_speed,role_response,research
role_response__Passer__level__opponent5__closest_time,role_response,research
role_response__Passer__time__opponent5__closest_time,role_response,research
role_response__Passer__fraction__opponent5__closest_time,role_response,research
role_response__Passer__level__opponent5__closest_distance,role_response,research
role_response__Passer__time__opponent5__closest_distance,role_response,research
role_response__Passer__fraction__opponent5__closest_distance,role_response,research
role_response__Passer__level__opponent5__ball_distance_advantage,role_response,research
role_response__Passer__time__opponent5__ball_distance_advantage,role_response,research
role_response__Passer__fraction__opponent5__ball_distance_advantage,role_response,research
role_response__Passer__level__opponent6__dx,role_response,research
role_response__Passer__time__opponent6__dx,role_response,research
role_response__Passer__fraction__opponent6__dx,role_response,research
role_response__Passer__level__opponent6__dy,role_response,research
role_response__Passer__time__opponent6__dy,role_response,research
role_response__Passer__fraction__opponent6__dy,role_response,research
role_response__Passer__level__opponent6__distance,role_response,research
role_response__Passer__time__opponent6__distance,role_response,research
role_response__Passer__fraction__opponent6__distance,role_response,research
role_response__Passer__level__opponent6__dvx,role_response,research
role_response__Passer__time__opponent6__dvx,role_response,research
role_response__Passer__fraction__opponent6__dvx,role_response,research
role_response__Passer__level__opponent6__dvy,role_response,research
role_response__Passer__time__opponent6__dvy,role_response,research
role_response__Passer__fraction__opponent6__dvy,role_response,research
role_response__Passer__level__opponent6__closing_speed,role_response,research
role_response__Passer__time__opponent6__closing_speed,role_response,research
role_response__Passer__fraction__opponent6__closing_speed,role_response,research
role_response__Passer__level__opponent6__closest_time,role_response,research
